animal_id,binomial,Order,family,genus,species,IUCN.Status,terrestrial,marine,freshwater,aerial,Life.Habit.Method,Mass.g,Mass.Method,Island.Endemicity,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Genus.1.1,Species.1.1,Genus.1.0,Species.1.0,EltonTraits.1.0.Genus,EltonTraits.1.0.Species,IUCN.2016.3.Genus,IUCN.2016.3.Species
104,Fossa_fossana,Carnivora,Eupleridae,Fossa,fossana,VU,t,f,f,f,Reported,1500,Reported,Occurs only on isolated islands,10,20,70,Reported 000 Species,Fossa,fossana,Fossa,fossana,Fossa,fossana,Fossa,fossana
105,Galidia_elegans,Carnivora,Eupleridae,Galidia,elegans,LC,t,f,f,f,Reported,800,Reported,Occurs only on isolated islands,10,80,10,Reported 000 Species,Galidia,elegans,Galidia,elegans,Galidia,elegans,Galidia,elegans
106,Galidictis_fasciata,Carnivora,Eupleridae,Galidictis,fasciata,VU,t,f,f,f,Reported,550,Reported,Occurs only on isolated islands,0,70,30,Reported 000 Species,Galidictis,fasciata,Galidictis,fasciata,Galidictis,fasciata,Galidictis,fasciata
107,Galidictis_grandidieri,Carnivora,Eupleridae,Galidictis,grandidieri,EN,t,f,f,f,Reported,1400,Reported,Occurs only on isolated islands,0,70,30,Reported 000 Species,Galidictis,grandidieri,Galidictis,grandidieri,Galidictis,grandidieri,Galidictis,grandidieri
108,Mungotictis_decemlineata,Carnivora,Eupleridae,Mungotictis,decemlineata,EN,t,f,f,f,Reported,650,Reported,Occurs only on isolated islands,0,20,80,Reported 000 Species,Mungotictis,decemlineata,Mungotictis,decemlineata,Mungotictis,decemlineata,Mungotictis,decemlineata
109,Salanoia_concolor,Carnivora,Eupleridae,Salanoia,concolor,VU,t,f,f,f,Reported,650,Reported,Occurs only on isolated islands,20,30,50,Reported 000 Species,Salanoia,concolor,Salanoia,concolor,Salanoia,concolor,Salanoia,concolor
110,Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,jubatus,VU,t,f,f,f,Reported,46700,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Acinonyx,jubatus,Acinonyx,jubatus,Acinonyx,jubatus,Acinonyx,jubatus
111,Caracal_aurata,Carnivora,Felidae,Caracal,aurata,VU,t,f,f,f,Reported,10650,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Caracal,aurata,Caracal,aurata,Profelis,aurata,Caracal,aurata
112,Caracal_caracal,Carnivora,Felidae,Caracal,caracal,LC,t,f,f,f,Reported,13750,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Caracal,caracal,Caracal,caracal,Caracal,caracal,Caracal,caracal
113,Catopuma_badia,Carnivora,Felidae,Catopuma,badia,EN,t,f,f,f,Reported,2500,Reported,Occurs on large land bridge islands,0,100,0,Reported 000 Species,Catopuma,badia,Pardofelis,badia,Catopuma,badia,Catopuma,badia
114,Catopuma_temminckii,Carnivora,Felidae,Catopuma,temminckii,NT,t,f,f,f,Reported,11500,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Catopuma,temminckii,Pardofelis,temminckii,Catopuma,temminckii,Catopuma,temminckii
115,Felis_bieti,Carnivora,Felidae,Felis,bieti,VU,t,f,f,f,Imputed,7750,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Felis,bieti,000 Species not accepted,000 Species not accepted,Felis,bieti,Felis,bieti
116,Felis_chaus,Carnivora,Felidae,Felis,chaus,LC,t,f,f,f,Reported,7393,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Felis,chaus,Felis,chaus,Felis,chaus,Felis,chaus
117,Felis_margarita,Carnivora,Felidae,Felis,margarita,LC,t,f,f,f,Reported,2525,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Felis,margarita,Felis,margarita,Felis,margarita,Felis,margarita
118,Felis_nigripes,Carnivora,Felidae,Felis,nigripes,VU,t,f,f,f,Reported,1300,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Felis,nigripes,Felis,nigripes,Felis,nigripes,Felis,nigripes
119,Felis_silvestris,Carnivora,Felidae,Felis,silvestris,LC,t,f,f,f,Reported,5500,Reported,Occurs on mainland,0,90,10,Reported 000 Species,Felis,silvestris,Felis,silvestris,Felis,silvestris,Felis,silvestris
120,Herpailurus_yagouaroundi,Carnivora,Felidae,Herpailurus,yagouaroundi,LC,t,f,f,f,Reported,7875,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Herpailurus,yagouaroundi,Puma,yagouaroundi,Puma,yagouaroundi,Herpailurus,yagouaroundi
121,Homotherium_latidens,Carnivora,Felidae,Homotherium,latidens,EP,t,f,f,f,Imputed,189000,As relative of suggested similar size,Occurs on mainland,0,100,0,Estimated Craniodental Species,Homotherium,latidens,Homotherium,latidens,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
122,Homotherium_serum,Carnivora,Felidae,Homotherium,serum,EP,t,f,f,f,Imputed,189000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Homotherium,serum,Homotherium,serum,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
123,Leopardus_amnicola,Carnivora,Felidae,Leopardus,amnicola,EP,t,f,f,f,Imputed,5000,Reported,Occurs on mainland,0,100,0,Estimated Expert Species,Leopardus,amnicola,Leopardus,amnicola,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
124,Leopardus_colocolo,Carnivora,Felidae,Leopardus,colocolo,NT,t,f,f,f,Reported,3935,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leopardus,colocolo,Leopardus,colocolo,Leopardus,colocolo,Leopardus,colocolo
125,Leopardus_geoffroyi,Carnivora,Felidae,Leopardus,geoffroyi,LC,t,f,f,f,Reported,3590,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leopardus,geoffroyi,Leopardus,geoffroyi,Leopardus,geoffroyi,Leopardus,geoffroyi
126,Leopardus_guigna,Carnivora,Felidae,Leopardus,guigna,VU,t,f,f,f,Reported,2230,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leopardus,guigna,Leopardus,guigna,Leopardus,guigna,Leopardus,guigna
127,Leopardus_guttulus,Carnivora,Felidae,Leopardus,guttulus,VU,t,f,f,f,Imputed,2674,Imputed,Occurs on mainland,0,100,0,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Leopardus,guttulus
128,Leopardus_jacobita,Carnivora,Felidae,Leopardus,jacobita,EN,t,f,f,f,Reported,9170,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leopardus,jacobita,Leopardus,jacobita,Leopardus,jacobitus,Leopardus,jacobita
129,Leopardus_pardalis,Carnivora,Felidae,Leopardus,pardalis,LC,t,f,f,f,Reported,11900,Reported,Occurs on mainland,16,81,3,Reported 000 Species,Leopardus,pardalis,Leopardus,pardalis,Leopardus,pardalis,Leopardus,pardalis
130,Leopardus_tigrinus,Carnivora,Felidae,Leopardus,tigrinus,VU,t,f,f,f,Reported,2250,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leopardus,tigrinus,Leopardus,tigrinus,Leopardus,tigrinus,Leopardus,tigrinus
131,Leopardus_wiedii,Carnivora,Felidae,Leopardus,wiedii,NT,t,f,f,f,Reported,3250,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leopardus,wiedii,Leopardus,wiedii,Leopardus,wiedii,Leopardus,wiedii
132,Leptailurus_serval,Carnivora,Felidae,Leptailurus,serval,LC,t,f,f,f,Reported,12000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Leptailurus,serval,Leptailurus,serval,Leptailurus,serval,Leptailurus,serval
133,Lynx_canadensis,Carnivora,Felidae,Lynx,canadensis,LC,t,f,f,f,Reported,9373,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Lynx,canadensis,Lynx,canadensis,Lynx,canadensis,Lynx,canadensis
134,Lynx_lynx,Carnivora,Felidae,Lynx,lynx,LC,t,f,f,f,Reported,17950,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Lynx,lynx,Lynx,lynx,Lynx,lynx,Lynx,lynx
135,Lynx_pardinus,Carnivora,Felidae,Lynx,pardinus,EN,t,f,f,f,Reported,9400,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Lynx,pardinus,Lynx,pardinus,Lynx,pardinus,Lynx,pardinus
136,Lynx_rufus,Carnivora,Felidae,Lynx,rufus,LC,t,f,f,f,Reported,8904,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Lynx,rufus,Lynx,rufus,Lynx,rufus,Lynx,rufus
137,Miracinonyx_trumani,Carnivora,Felidae,Miracinonyx,trumani,EP,t,f,f,f,Imputed,88000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Miracinonyx,trumani,Miracinonyx,trumani,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
138,Neofelis_diardi,Carnivora,Felidae,Neofelis,diardi,VU,t,f,f,f,Reported,20500,Reported,Occurs on large land bridge islands,0,100,0,Transformed 000 Species,Neofelis,diardi,Neofelis,diardi,000 Species not accepted,000 Species not accepted,Neofelis,diardi
139,Neofelis_nebulosa,Carnivora,Felidae,Neofelis,nebulosa,VU,t,f,f,f,Reported,20500,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Neofelis,nebulosa,Neofelis,nebulosa,Neofelis,nebulosa,Neofelis,nebulosa
140,Otocolobus_manul,Carnivora,Felidae,Otocolobus,manul,NT,t,f,f,f,Reported,3500,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Otocolobus,manul,Otocolobus,manul,Felis,manul,Otocolobus,manul
141,Panthera_atrox,Carnivora,Felidae,Panthera,atrox,EP,t,f,f,f,Imputed,212000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Panthera,atrox,Panthera,atrox,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
142,Panthera_leo,Carnivora,Felidae,Panthera,leo,VU,t,f,f,f,Reported,161499,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Panthera,leo,Panthera,leo,Panthera,leo,Panthera,leo
143,Panthera_onca,Carnivora,Felidae,Panthera,onca,NT,t,f,f,f,Reported,100000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Panthera,onca,Panthera,onca,Panthera,onca,Panthera,onca
144,Panthera_pardus,Carnivora,Felidae,Panthera,pardus,VU,t,f,f,f,Reported,55000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Panthera,pardus,Panthera,pardus,Panthera,pardus,Panthera,pardus
145,Panthera_spelaea,Carnivora,Felidae,Panthera,spelaea,EP,t,f,f,f,Imputed,380189,Reported,Occurs on mainland,0,100,0,Reported Isotopes Species,Panthera,spelaea,Panthera,spelaea,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
146,Panthera_tigris,Carnivora,Felidae,Panthera,tigris,EN,t,f,f,f,Reported,162564,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Panthera,tigris,Panthera,tigris,Panthera,tigris,Panthera,tigris
147,Panthera_uncia,Carnivora,Felidae,Panthera,uncia,EN,t,f,f,f,Reported,44167,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Panthera,uncia,Panthera,uncia,Uncia,uncia,Panthera,uncia
148,Pardofelis_marmorata,Carnivora,Felidae,Pardofelis,marmorata,NT,t,f,f,f,Reported,2854,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Pardofelis,marmorata,Pardofelis,marmorata,Pardofelis,marmorata,Pardofelis,marmorata
149,Prionailurus_bengalensis,Carnivora,Felidae,Prionailurus,bengalensis,LC,t,f,f,f,Reported,3300,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Prionailurus,bengalensis,Prionailurus,bengalensis,Prionailurus,bengalensis,Prionailurus,bengalensis
150,Prionailurus_planiceps,Carnivora,Felidae,Prionailurus,planiceps,EN,t,f,t,f,Reported,6750,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Prionailurus,planiceps,Prionailurus,planiceps,Prionailurus,planiceps,Prionailurus,planiceps
151,Prionailurus_rubiginosus,Carnivora,Felidae,Prionailurus,rubiginosus,NT,t,f,f,f,Reported,1384,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Prionailurus,rubiginosus,Prionailurus,rubiginosus,Prionailurus,rubiginosus,Prionailurus,rubiginosus
152,Prionailurus_viverrinus,Carnivora,Felidae,Prionailurus,viverrinus,VU,t,f,t,f,Reported,9140,Reported,Occurs on mainland,0,80,20,Reported 000 Species,Prionailurus,viverrinus,Prionailurus,viverrinus,Prionailurus,viverrinus,Prionailurus,viverrinus
153,Puma_concolor,Carnivora,Felidae,Puma,concolor,LC,t,f,f,f,Reported,51600,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Puma,concolor,Puma,concolor,Puma,concolor,Puma,concolor
154,Smilodon_fatalis,Carnivora,Felidae,Smilodon,fatalis,EP,t,f,f,f,Imputed,219000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Smilodon,fatalis,Smilodon,fatalis,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
155,Smilodon_populator,Carnivora,Felidae,Smilodon,populator,EP,t,f,f,f,Imputed,294500,Reported,Occurs on mainland,0,100,0,Estimated Craniodental Species,Smilodon,populator,Smilodon,populator,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted
156,Atilax_paludinosus,Carnivora,Herpestidae,Atilax,paludinosus,LC,t,f,t,f,Reported,3300,Reported,Occurs on mainland,0,60,40,Reported 000 Species,Atilax,paludinosus,Atilax,paludinosus,Atilax,paludinosus,Atilax,paludinosus
157,Bdeogale_crassicauda,Carnivora,Herpestidae,Bdeogale,crassicauda,LC,t,f,f,f,Reported,1550,Reported,Occurs on mainland,0,20,80,Reported 000 Species,Bdeogale,crassicauda,Bdeogale,crassicauda,Bdeogale,crassicauda,Bdeogale,crassicauda
158,Bdeogale_jacksoni,Carnivora,Herpestidae,Bdeogale,jacksoni,NT,t,f,f,f,Reported,2500,Reported,Occurs on mainland,0,60,40,Reported 000 Species,Bdeogale,jacksoni,Bdeogale,jacksoni,Bdeogale,jacksoni,Bdeogale,jacksoni
159,Bdeogale_nigripes,Carnivora,Herpestidae,Bdeogale,nigripes,LC,t,f,f,f,Reported,2500,Reported,Occurs on mainland,0,40,60,Reported 000 Species,Bdeogale,nigripes,Bdeogale,nigripes,Bdeogale,nigripes,Bdeogale,nigripes
160,Bdeogale_omnivora,Carnivora,Herpestidae,Bdeogale,omnivora,VU,t,f,f,f,Reported,1750,Reported,Occurs on mainland,0,0,100,Transformed 000 Species,Bdeogale,omnivora,Bdeogale,omnivora,000 Species not accepted,000 Species not accepted,Bdeogale,omnivora
161,Crossarchus_alexandri,Carnivora,Herpestidae,Crossarchus,alexandri,LC,t,f,f,f,Reported,1500,Reported,Occurs on mainland,20,20,60,Reported 000 Species,Crossarchus,alexandri,Crossarchus,alexandri,Crossarchus,alexandri,Crossarchus,alexandri
162,Crossarchus_ansorgei,Carnivora,Herpestidae,Crossarchus,ansorgei,LC,t,f,f,f,Reported,700,Reported,Occurs on mainland,20,20,60,Reported 000 Species,Crossarchus,ansorgei,Crossarchus,ansorgei,Crossarchus,ansorgei,Crossarchus,ansorgei
163,Crossarchus_obscurus,Carnivora,Herpestidae,Crossarchus,obscurus,LC,t,f,f,f,Reported,1250,Reported,Occurs on mainland,20,20,60,Reported 000 Species,Crossarchus,obscurus,Crossarchus,obscurus,Crossarchus,obscurus,Crossarchus,obscurus
164,Crossarchus_platycephalus,Carnivora,Herpestidae,Crossarchus,platycephalus,LC,t,f,f,f,Reported,1000,Reported,Occurs on mainland,0,50,50,Reported 000 Species,Crossarchus,platycephalus,Crossarchus,platycephalus,Crossarchus,platycephalus,Crossarchus,platycephalus
165,Cynictis_penicillata,Carnivora,Herpestidae,Cynictis,penicillata,LC,t,f,f,f,Reported,836,Reported,Occurs on mainland,0,10,90,Reported 000 Species,Cynictis,penicillata,Cynictis,penicillata,Cynictis,penicillata,Cynictis,penicillata
166,Dologale_dybowskii,Carnivora,Herpestidae,Dologale,dybowskii,DD,t,f,f,f,Reported,350,Reported,Occurs on mainland,0,40,60,Reported 000 Species,Dologale,dybowskii,Dologale,dybowskii,Dologale,dybowskii,Dologale,dybowskii
167,Helogale_hirtula,Carnivora,Herpestidae,Helogale,hirtula,LC,t,f,f,f,Reported,289,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Helogale,hirtula,Helogale,hirtula,Helogale,hirtula,Helogale,hirtula
168,Helogale_parvula,Carnivora,Herpestidae,Helogale,parvula,LC,t,f,f,f,Reported,300,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Helogale,parvula,Helogale,parvula,Helogale,parvula,Helogale,parvula
258,Mustela_nivalis,Carnivora,Mustelidae,Mustela,nivalis,LC,t,f,f,f,Reported,138,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Mustela,nivalis,Mustela,nivalis,Mustela,nivalis,Mustela,nivalis
169,Herpestes_auropunctatus,Carnivora,Herpestidae,Herpestes,auropunctatus,LC,t,f,f,f,Imputed,484,Reported,Occurs on mainland,12,58,30,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Herpestes,auropunctatus
170,Herpestes_brachyurus,Carnivora,Herpestidae,Herpestes,brachyurus,NT,t,f,f,f,Reported,1854,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,brachyurus,Herpestes,brachyurus,Herpestes,brachyurus,Herpestes,brachyurus
171,Herpestes_edwardsii,Carnivora,Herpestidae,Herpestes,edwardsii,LC,t,f,f,f,Reported,1324,Reported,Occurs on mainland,10,70,20,Reported 000 Species,Herpestes,edwardsii,Herpestes,edwardsii,Herpestes,edwardsi,Herpestes,edwardsii
172,Herpestes_flavescens,Carnivora,Herpestidae,Herpestes,flavescens,LC,t,f,f,f,Reported,750,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Herpestes,flavescens,Herpestes,flavescens,Galerella,flavescens,Herpestes,flavescens
173,Herpestes_fuscus,Carnivora,Herpestidae,Herpestes,fuscus,LC,t,f,f,f,Reported,2700,Reported,Occurs on mainland,57,14,29,Transformed 000 Genus,Herpestes,fuscus,Herpestes,fuscus,Herpestes,fuscus,Herpestes,fuscus
174,Herpestes_ichneumon,Carnivora,Herpestidae,Herpestes,ichneumon,LC,t,f,f,f,Reported,5175,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,ichneumon,Herpestes,ichneumon,Herpestes,ichneumon,Herpestes,ichneumon
175,Herpestes_javanicus,Carnivora,Herpestidae,Herpestes,javanicus,LC,t,f,f,f,Reported,750,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,javanicus,Herpestes,javanicus,Herpestes,javanicus,Herpestes,javanicus
176,Herpestes_naso,Carnivora,Herpestidae,Herpestes,naso,LC,t,f,f,f,Reported,3000,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,naso,Herpestes,naso,Herpestes,naso,Herpestes,naso
177,Herpestes_ochraceus,Carnivora,Herpestidae,Herpestes,ochraceus,LC,t,f,f,f,Reported,498,Reported,Occurs on mainland,57,14,29,Transformed 000 Genus,Herpestes,ochraceus,Herpestes,ochraceus,Galerella,ochracea,Herpestes,ochraceus
178,Herpestes_pulverulentus,Carnivora,Herpestidae,Herpestes,pulverulentus,LC,t,f,f,f,Reported,797,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Herpestes,pulverulentus,Herpestes,pulverulentus,Galerella,pulverulenta,Herpestes,pulverulentus
179,Herpestes_sanguineus,Carnivora,Herpestidae,Herpestes,sanguineus,LC,t,f,f,f,Reported,550,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Herpestes,sanguineus,Herpestes,sanguineus,Galerella,sanguinea,Herpestes,sanguineus
180,Herpestes_semitorquatus,Carnivora,Herpestidae,Herpestes,semitorquatus,NT,t,f,f,f,Reported,3500,Reported,Occurs on large land bridge islands,10,60,30,Reported 000 Species,Herpestes,semitorquatus,Herpestes,semitorquatus,Herpestes,semitorquatus,Herpestes,semitorquatus
181,Herpestes_smithii,Carnivora,Herpestidae,Herpestes,smithii,LC,t,f,f,f,Reported,1782,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,smithii,Herpestes,smithii,Herpestes,smithii,Herpestes,smithii
182,Herpestes_urva,Carnivora,Herpestidae,Herpestes,urva,LC,t,f,f,f,Reported,1863,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,urva,Herpestes,urva,Herpestes,urva,Herpestes,urva
183,Herpestes_vitticollis,Carnivora,Herpestidae,Herpestes,vitticollis,LC,t,f,f,f,Reported,2576,Reported,Occurs on mainland,10,60,30,Reported 000 Species,Herpestes,vitticollis,Herpestes,vitticollis,Herpestes,vitticollis,Herpestes,vitticollis
184,Ichneumia_albicauda,Carnivora,Herpestidae,Ichneumia,albicauda,LC,t,f,f,f,Reported,3500,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Ichneumia,albicauda,Ichneumia,albicauda,Ichneumia,albicauda,Ichneumia,albicauda
185,Liberiictis_kuhni,Carnivora,Herpestidae,Liberiictis,kuhni,VU,t,f,f,f,Reported,2150,Reported,Occurs on mainland,0,20,80,Reported 000 Species,Liberiictis,kuhni,Liberiictis,kuhni,Liberiictis,kuhni,Liberiictis,kuhni
186,Mungos_gambianus,Carnivora,Herpestidae,Mungos,gambianus,LC,t,f,f,f,Reported,1500,Reported,Occurs on mainland,0,20,80,Reported 000 Species,Mungos,gambianus,Mungos,gambianus,Mungos,gambianus,Mungos,gambianus
187,Mungos_mungo,Carnivora,Herpestidae,Mungos,mungo,LC,t,f,f,f,Reported,1925,Reported,Occurs on mainland,0,20,80,Reported 000 Species,Mungos,mungo,Mungos,mungo,Mungos,mungo,Mungos,mungo
188,Paracynictis_selousi,Carnivora,Herpestidae,Paracynictis,selousi,LC,t,f,f,f,Reported,1640,Reported,Occurs on mainland,0,40,60,Reported 000 Species,Paracynictis,selousi,Paracynictis,selousi,Paracynictis,selousi,Paracynictis,selousi
189,Rhynchogale_melleri,Carnivora,Herpestidae,Rhynchogale,melleri,LC,t,f,f,f,Reported,2500,Reported,Occurs on mainland,30,30,40,Reported 000 Species,Rhynchogale,melleri,Rhynchogale,melleri,Rhynchogale,melleri,Rhynchogale,melleri
190,Suricata_suricatta,Carnivora,Herpestidae,Suricata,suricatta,LC,t,f,f,f,Reported,726,Reported,Occurs on mainland,10,20,70,Reported 000 Species,Suricata,suricatta,Suricata,suricatta,Suricata,suricatta,Suricata,suricatta
191,Crocuta_crocuta,Carnivora,Hyaenidae,Crocuta,crocuta,LC,t,f,f,f,Reported,63000,Reported,Occurs on mainland,0,100,0,Reported 000 Species,Crocuta,crocuta,Crocuta,crocuta,Crocuta,crocuta,Crocuta,crocuta
192,Hyaena_hyaena,Carnivora,Hyaenidae,Hyaena,hyaena,NT,t,f,f,f,Reported,41705,Reported,Occurs on mainland,10,80,10,Reported 000 Species,Hyaena,hyaena,Hyaena,hyaena,Hyaena,hyaena,Hyaena,hyaena
193,Parahyaena_brunnea,Carnivora,Hyaenidae,Parahyaena,brunnea,NT,t,f,f,f,Reported,32200,Reported,Occurs on mainland,10,80,10,Reported 000 Species,Parahyaena,brunnea,Hyaena,brunnea,Hyaena,brunnea,Parahyaena,brunnea
