animal_id,binomial,Order,family,genus,species,IUCN.Status,terrestrial,marine,freshwater,aerial,Life.Habit.Method,Mass.g,Mass.Method,Island.Endemicity,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Genus.1.1,Species.1.1,Genus.1.0,Species.1.0,EltonTraits.1.0.Genus,EltonTraits.1.0.Species,IUCN.2016.3.Genus,IUCN.2016.3.Species
1203,Phyllostomus_elongatus,Chiroptera,Phyllostomidae,Phyllostomus,elongatus,LC,f,f,f,t,Taxonomic,40,Reported,Occurs on mainland,20,10,70,Reported 000 Species,Phyllostomus,elongatus,Phyllostomus,elongatus,Phyllostomus,elongatus,Phyllostomus,elongatus
1204,Phyllostomus_hastatus,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,LC,f,f,f,t,Taxonomic,87,Reported,Occurs on mainland,10,50,40,Reported 000 Species,Phyllostomus,hastatus,Phyllostomus,hastatus,Phyllostomus,hastatus,Phyllostomus,hastatus
1205,Phyllostomus_latifolius,Chiroptera,Phyllostomidae,Phyllostomus,latifolius,LC,f,f,f,t,Taxonomic,134,Reported,Occurs on mainland,20,10,70,Reported 000 Species,Phyllostomus,latifolius,Phyllostomus,latifolius,Phyllostomus,latifolius,Phyllostomus,latifolius
1206,Platalina_genovensium,Chiroptera,Phyllostomidae,Platalina,genovensium,NT,f,f,f,t,Taxonomic,47,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Platalina,genovensium,Platalina,genovensium,Platalina,genovensium,Platalina,genovensium
1207,Platyrrhinus_albericoi,Chiroptera,Phyllostomidae,Platyrrhinus,albericoi,LC,f,f,f,t,Taxonomic,55,Reported,Occurs on mainland,80,0,20,Transformed 000 Species,Platyrrhinus,albericoi,Platyrrhinus,albericoi,000 Species not accepted,000 Species not accepted,Platyrrhinus,albericoi
1208,Platyrrhinus_aquilus,Chiroptera,Phyllostomidae,Platyrrhinus,aquilus,DD,f,f,f,t,Taxonomic,27,Imputed,Occurs on mainland,91,0,9,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Platyrrhinus,aquilus
1209,Platyrrhinus_aurarius,Chiroptera,Phyllostomidae,Platyrrhinus,aurarius,LC,f,f,f,t,Taxonomic,34,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,aurarius,Platyrrhinus,aurarius,Platyrrhinus,aurarius,Platyrrhinus,aurarius
1210,Platyrrhinus_brachycephalus,Chiroptera,Phyllostomidae,Platyrrhinus,brachycephalus,LC,f,f,f,t,Taxonomic,14,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,brachycephalus,Platyrrhinus,brachycephalus,Platyrrhinus,brachycephalus,Platyrrhinus,brachycephalus
1211,Platyrrhinus_chocoensis,Chiroptera,Phyllostomidae,Platyrrhinus,chocoensis,VU,f,f,f,t,Taxonomic,31,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,chocoensis,Platyrrhinus,chocoensis,Platyrrhinus,chocoensis,Platyrrhinus,chocoensis
1212,Platyrrhinus_dorsalis,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,LC,f,f,f,t,Taxonomic,26,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,dorsalis,Platyrrhinus,dorsalis,Platyrrhinus,dorsalis,Platyrrhinus,dorsalis
1213,Platyrrhinus_helleri,Chiroptera,Phyllostomidae,Platyrrhinus,helleri,LC,f,f,f,t,Taxonomic,14,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,helleri,Platyrrhinus,helleri,Platyrrhinus,helleri,Platyrrhinus,helleri
1214,Platyrrhinus_infuscus,Chiroptera,Phyllostomidae,Platyrrhinus,infuscus,LC,f,f,f,t,Taxonomic,50,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,infuscus,Platyrrhinus,infuscus,Platyrrhinus,infuscus,Platyrrhinus,infuscus
1215,Platyrrhinus_ismaeli,Chiroptera,Phyllostomidae,Platyrrhinus,ismaeli,NT,f,f,f,t,Taxonomic,37,Reported,Occurs on mainland,100,0,0,Transformed 000 Species,Platyrrhinus,ismaeli,Platyrrhinus,ismaeli,000 Species not accepted,000 Species not accepted,Platyrrhinus,ismaeli
1216,Platyrrhinus_lineatus,Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,LC,f,f,f,t,Taxonomic,24,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,lineatus,Platyrrhinus,lineatus,Platyrrhinus,lineatus,Platyrrhinus,lineatus
1217,Platyrrhinus_masu,Chiroptera,Phyllostomidae,Platyrrhinus,masu,LC,f,f,f,t,Taxonomic,27,Reported,Occurs on mainland,100,0,0,Transformed 000 Species,Platyrrhinus,masu,Platyrrhinus,masu,000 Species not accepted,000 Species not accepted,Platyrrhinus,masu
1218,Platyrrhinus_matapalensis,Chiroptera,Phyllostomidae,Platyrrhinus,matapalensis,NT,f,f,f,t,Taxonomic,18,Reported,Occurs on mainland,90,0,10,Imputed 000 Species,Platyrrhinus,matapalensis,Platyrrhinus,matapalensis,000 Species not accepted,000 Species not accepted,Platyrrhinus,matapalensis
1219,Platyrrhinus_nigellus,Chiroptera,Phyllostomidae,Platyrrhinus,nigellus,LC,f,f,f,t,Taxonomic,22,Reported,Occurs on mainland,100,0,0,Transformed 000 Species,Platyrrhinus,nigellus,Platyrrhinus,nigellus,000 Species not accepted,000 Species not accepted,Platyrrhinus,nigellus
1220,Platyrrhinus_nitelinea,Chiroptera,Phyllostomidae,Platyrrhinus,nitelinea,DD,f,f,f,t,Taxonomic,27,Imputed,Occurs on mainland,90,0,10,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Platyrrhinus,nitelinea
1221,Platyrrhinus_recifinus,Chiroptera,Phyllostomidae,Platyrrhinus,recifinus,LC,f,f,f,t,Taxonomic,18,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,recifinus,Platyrrhinus,recifinus,Platyrrhinus,recifinus,Platyrrhinus,recifinus
1222,Platyrrhinus_umbratus,Chiroptera,Phyllostomidae,Platyrrhinus,umbratus,DD,f,f,f,t,Taxonomic,25,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,umbratus,Platyrrhinus,umbratus,Platyrrhinus,umbratus,Platyrrhinus,umbratus
1223,Platyrrhinus_vittatus,Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,LC,f,f,f,t,Taxonomic,41,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Platyrrhinus,vittatus,Platyrrhinus,vittatus,Platyrrhinus,vittatus,Platyrrhinus,vittatus
1224,Pygoderma_bilabiatum,Chiroptera,Phyllostomidae,Pygoderma,bilabiatum,LC,f,f,f,t,Taxonomic,19,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Pygoderma,bilabiatum,Pygoderma,bilabiatum,Pygoderma,bilabiatum,Pygoderma,bilabiatum
1225,Rhinophylla_alethina,Chiroptera,Phyllostomidae,Rhinophylla,alethina,NT,f,f,f,t,Taxonomic,14,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Rhinophylla,alethina,Rhinophylla,alethina,Rhinophylla,alethina,Rhinophylla,alethina
1226,Rhinophylla_fischerae,Chiroptera,Phyllostomidae,Rhinophylla,fischerae,LC,f,f,f,t,Taxonomic,11,Assumed isometric based on forearm length,Occurs on mainland,90,0,10,Reported 000 Species,Rhinophylla,fischerae,Rhinophylla,fischerae,Rhinophylla,fischerae,Rhinophylla,fischerae
1227,Rhinophylla_pumilio,Chiroptera,Phyllostomidae,Rhinophylla,pumilio,LC,f,f,f,t,Taxonomic,10,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Rhinophylla,pumilio,Rhinophylla,pumilio,Rhinophylla,pumilio,Rhinophylla,pumilio
1228,Scleronycteris_ega,Chiroptera,Phyllostomidae,Scleronycteris,ega,DD,f,f,f,t,Taxonomic,49,Reported,Occurs on mainland,70,0,30,Reported 000 Species,Scleronycteris,ega,Scleronycteris,ega,Scleronycteris,ega,Scleronycteris,ega
1229,Sphaeronycteris_toxophyllum,Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,DD,f,f,f,t,Taxonomic,16,Reported,Occurs on mainland,100,0,0,Transformed 000 Species,Sphaeronycteris,toxophyllum,Sphaeronycteris,toxophyllum,Sphaeronycteris,toxophyllum,Sphaeronycteris,toxophyllum
1230,Stenoderma_rufum,Chiroptera,Phyllostomidae,Stenoderma,rufum,NT,f,f,f,t,Taxonomic,21,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Stenoderma,rufum,Stenoderma,rufum,Stenoderma,rufum,Stenoderma,rufum
1231,Sturnira_aratathomasi,Chiroptera,Phyllostomidae,Sturnira,aratathomasi,LC,f,f,f,t,Taxonomic,49,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,aratathomasi,Sturnira,aratathomasi,Sturnira,aratathomasi,Sturnira,aratathomasi
1232,Sturnira_bidens,Chiroptera,Phyllostomidae,Sturnira,bidens,LC,f,f,f,t,Taxonomic,18,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,bidens,Sturnira,bidens,Sturnira,bidens,Sturnira,bidens
1233,Sturnira_bogotensis,Chiroptera,Phyllostomidae,Sturnira,bogotensis,LC,f,f,f,t,Taxonomic,21,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,bogotensis,Sturnira,bogotensis,Sturnira,bogotensis,Sturnira,bogotensis
1234,Sturnira_erythromos,Chiroptera,Phyllostomidae,Sturnira,erythromos,LC,f,f,f,t,Taxonomic,15,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,erythromos,Sturnira,erythromos,Sturnira,erythromos,Sturnira,erythromos
1235,Sturnira_koopmanhilli,Chiroptera,Phyllostomidae,Sturnira,koopmanhilli,DD,f,f,f,t,Taxonomic,22,Imputed,Occurs on mainland,100,0,0,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Sturnira,koopmanhilli
1236,Sturnira_lilium,Chiroptera,Phyllostomidae,Sturnira,lilium,LC,f,f,f,t,Taxonomic,19,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,lilium,Sturnira,lilium,Sturnira,lilium,Sturnira,lilium
1237,Sturnira_ludovici,Chiroptera,Phyllostomidae,Sturnira,ludovici,LC,f,f,f,t,Taxonomic,21,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,ludovici,Sturnira,ludovici,Sturnira,ludovici,Sturnira,ludovici
1238,Sturnira_luisi,Chiroptera,Phyllostomidae,Sturnira,luisi,LC,f,f,f,t,Taxonomic,21,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,luisi,Sturnira,luisi,Sturnira,luisi,Sturnira,luisi
1239,Sturnira_magna,Chiroptera,Phyllostomidae,Sturnira,magna,LC,f,f,f,t,Taxonomic,49,Assumed isometric based on forearm length,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,magna,Sturnira,magna,Sturnira,magna,Sturnira,magna
1240,Sturnira_mistratensis,Chiroptera,Phyllostomidae,Sturnira,mistratensis,DD,f,f,f,t,Taxonomic,20,Assumed isometric based on forearm length,Occurs on mainland,100,0,0,Transformed 000 Species,Sturnira,mistratensis,Sturnira,mistratensis,Sturnira,mistratensis,Sturnira,mistratensis
1241,Sturnira_mordax,Chiroptera,Phyllostomidae,Sturnira,mordax,NT,f,f,f,t,Taxonomic,25,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,mordax,Sturnira,mordax,Sturnira,mordax,Sturnira,mordax
1242,Sturnira_nana,Chiroptera,Phyllostomidae,Sturnira,nana,EN,f,f,f,t,Taxonomic,11,Assumed isometric based on forearm length,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,nana,Sturnira,nana,Sturnira,nana,Sturnira,nana
1243,Sturnira_oporaphilum,Chiroptera,Phyllostomidae,Sturnira,oporaphilum,LC,f,f,f,t,Taxonomic,27,Reported,Occurs on mainland,100,0,0,Transformed 000 Genus,Sturnira,oporaphilum,Sturnira,oporaphilum,Sturnira,oporaphilum,Sturnira,oporaphilum
1244,Sturnira_perla,Chiroptera,Phyllostomidae,Sturnira,perla,DD,f,f,f,t,Taxonomic,22,Imputed,Occurs on mainland,100,0,0,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Sturnira,perla
1245,Sturnira_sorianoi,Chiroptera,Phyllostomidae,Sturnira,sorianoi,DD,f,f,f,t,Taxonomic,19,Reported,Occurs on mainland,100,0,0,Transformed 000 Genus,Sturnira,sorianoi,Sturnira,sorianoi,000 Species not accepted,000 Species not accepted,Sturnira,sorianoi
1246,Sturnira_tildae,Chiroptera,Phyllostomidae,Sturnira,tildae,LC,f,f,f,t,Taxonomic,24,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Sturnira,tildae,Sturnira,tildae,Sturnira,tildae,Sturnira,tildae
1247,Tonatia_bidens,Chiroptera,Phyllostomidae,Tonatia,bidens,DD,f,f,f,t,Taxonomic,27,Reported,Occurs on mainland,10,0,90,Reported 000 Species,Tonatia,bidens,Tonatia,bidens,Tonatia,bidens,Tonatia,bidens
1248,Tonatia_saurophila,Chiroptera,Phyllostomidae,Tonatia,saurophila,LC,f,f,f,t,Taxonomic,30,Reported,Occurs on mainland,11,33,56,Transformed 000 Species,Tonatia,saurophila,Tonatia,saurophila,Tonatia,saurophila,Tonatia,saurophila
1249,Trachops_cirrhosus,Chiroptera,Phyllostomidae,Trachops,cirrhosus,LC,f,f,f,t,Taxonomic,38,Reported,Occurs on mainland,10,40,50,Reported 000 Species,Trachops,cirrhosus,Trachops,cirrhosus,Trachops,cirrhosus,Trachops,cirrhosus
1250,Trinycteris_nicefori,Chiroptera,Phyllostomidae,Trinycteris,nicefori,LC,f,f,f,t,Taxonomic,8,Reported,Occurs on mainland,20,0,80,Reported 000 Species,Trinycteris,nicefori,Trinycteris,nicefori,Trinycteris,nicefori,Trinycteris,nicefori
1251,Uroderma_bilobatum,Chiroptera,Phyllostomidae,Uroderma,bilobatum,LC,f,f,f,t,Taxonomic,17,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Uroderma,bilobatum,Uroderma,bilobatum,Uroderma,bilobatum,Uroderma,bilobatum
1252,Uroderma_magnirostrum,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,LC,f,f,f,t,Taxonomic,17,Reported,Occurs on mainland,90,0,10,Reported 000 Species,Uroderma,magnirostrum,Uroderma,magnirostrum,Uroderma,magnirostrum,Uroderma,magnirostrum
1253,Vampyressa_melissa,Chiroptera,Phyllostomidae,Vampyressa,melissa,VU,f,f,f,t,Taxonomic,16,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Vampyressa,melissa,Vampyressa,melissa,Vampyressa,melissa,Vampyressa,melissa
1254,Vampyressa_pusilla,Chiroptera,Phyllostomidae,Vampyressa,pusilla,DD,f,f,f,t,Taxonomic,9,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Vampyressa,pusilla,Vampyressa,pusilla,Vampyressa,pusilla,Vampyressa,pusilla
1255,Vampyressa_thyone,Chiroptera,Phyllostomidae,Vampyressa,thyone,LC,f,f,f,t,Taxonomic,9,Reported,Occurs on mainland,100,0,0,Transformed 000 Species,Vampyressa,thyone,Vampyressa,thyone,Vampyressa,thyone,Vampyressa,thyone
1256,Vampyriscus_bidens,Chiroptera,Phyllostomidae,Vampyriscus,bidens,LC,f,f,f,t,Taxonomic,12,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Vampyriscus,bidens,Vampyressa,bidens,Vampyressa,bidens,Vampyriscus,bidens
1257,Vampyriscus_brocki,Chiroptera,Phyllostomidae,Vampyriscus,brocki,LC,f,f,f,t,Taxonomic,10,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Vampyriscus,brocki,Vampyressa,brocki,Vampyressa,brocki,Vampyriscus,brocki
1258,Vampyriscus_nymphaea,Chiroptera,Phyllostomidae,Vampyriscus,nymphaea,LC,f,f,f,t,Taxonomic,12,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Vampyriscus,nymphaea,Vampyressa,nymphaea,Vampyressa,nymphaea,Vampyriscus,nymphaea
1259,Vampyrodes_caraccioli,Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,LC,f,f,f,t,Taxonomic,35,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Vampyrodes,caraccioli,Vampyrodes,caraccioli,Vampyrodes,caraccioli,Vampyrodes,caraccioli
1260,Vampyrodes_major,Chiroptera,Phyllostomidae,Vampyrodes,major,LC,f,f,f,t,Taxonomic,33,Imputed,Occurs on mainland,97,0,3,Imputed 000 Species,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,000 Species not accepted,Vampyrodes,major
1261,Vampyrum_spectrum,Chiroptera,Phyllostomidae,Vampyrum,spectrum,NT,f,f,f,t,Taxonomic,168,Reported,Occurs on mainland,10,80,10,Reported 000 Species,Vampyrum,spectrum,Vampyrum,spectrum,Vampyrum,spectrum,Vampyrum,spectrum
1262,Xeronycteris_vieirai,Chiroptera,Phyllostomidae,Xeronycteris,vieirai,DD,f,f,f,t,Taxonomic,13,Assumed isometric based on skull size,Occurs on mainland,100,0,0,Transformed 000 Species,Xeronycteris,vieirai,Xeronycteris,vieirai,000 Species not accepted,000 Species not accepted,Xeronycteris,vieirai
1263,Acerodon_celebensis,Chiroptera,Pteropodidae,Acerodon,celebensis,VU,f,f,f,t,Taxonomic,390,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Acerodon,celebensis,Acerodon,celebensis,Acerodon,celebensis,Acerodon,celebensis
1264,Acerodon_humilis,Chiroptera,Pteropodidae,Acerodon,humilis,EN,f,f,f,t,Taxonomic,600,Assumed isometric based on forearm length,Occurs only on isolated islands,100,0,0,Reported 000 Species,Acerodon,humilis,Acerodon,humilis,Acerodon,humilis,Acerodon,humilis
1265,Acerodon_jubatus,Chiroptera,Pteropodidae,Acerodon,jubatus,EN,f,f,f,t,Taxonomic,1075,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Acerodon,jubatus,Acerodon,jubatus,Acerodon,jubatus,Acerodon,jubatus
1266,Acerodon_leucotis,Chiroptera,Pteropodidae,Acerodon,leucotis,VU,f,f,f,t,Taxonomic,513,Assumed isometric based on forearm length,Occurs only on isolated islands,100,0,0,Imputed 000 Species,Acerodon,leucotis,Acerodon,leucotis,Acerodon,leucotis,Acerodon,leucotis
1267,Acerodon_mackloti,Chiroptera,Pteropodidae,Acerodon,mackloti,VU,f,f,f,t,Taxonomic,470,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Acerodon,mackloti,Acerodon,mackloti,Acerodon,mackloti,Acerodon,mackloti
1268,Aethalops_aequalis,Chiroptera,Pteropodidae,Aethalops,aequalis,LC,f,f,f,t,Taxonomic,12,Assumed isometric based on forearm length,Occurs on large land bridge islands,100,0,0,Transformed 000 Genus,Aethalops,aequalis,Aethalops,aequalis,Aethalops,aequalis,Aethalops,aequalis
1269,Aethalops_alecto,Chiroptera,Pteropodidae,Aethalops,alecto,LC,f,f,f,t,Taxonomic,15,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Aethalops,alecto,Aethalops,alecto,Aethalops,alecto,Aethalops,alecto
1270,Alionycteris_paucidentata,Chiroptera,Pteropodidae,Alionycteris,paucidentata,LC,f,f,f,t,Taxonomic,16,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Alionycteris,paucidentata,Alionycteris,paucidentata,Alionycteris,paucidentata,Alionycteris,paucidentata
1271,Aproteles_bulmerae,Chiroptera,Pteropodidae,Aproteles,bulmerae,CR,f,f,f,t,Taxonomic,600,Reported,Occurs on large land bridge islands,100,0,0,Transformed 000 Species,Aproteles,bulmerae,Aproteles,bulmerae,Aproteles,bulmerae,Aproteles,bulmerae
1272,Balionycteris_maculata,Chiroptera,Pteropodidae,Balionycteris,maculata,LC,f,f,f,t,Taxonomic,13,Reported,Occurs on mainland,100,0,0,Imputed 000 Species,Balionycteris,maculata,Balionycteris,maculata,Balionycteris,maculata,Balionycteris,maculata
1273,Casinycteris_argynnis,Chiroptera,Pteropodidae,Casinycteris,argynnis,LC,f,f,f,t,Taxonomic,30,Reported,Occurs on mainland,100,0,0,Transformed 000 Species,Casinycteris,argynnis,Casinycteris,argynnis,Casinycteris,argynnis,Casinycteris,argynnis
1274,Chironax_melanocephalus,Chiroptera,Pteropodidae,Chironax,melanocephalus,LC,f,f,f,t,Taxonomic,17,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Chironax,melanocephalus,Chironax,melanocephalus,Chironax,melanocephalus,Chironax,melanocephalus
1275,Cynopterus_brachyotis,Chiroptera,Pteropodidae,Cynopterus,brachyotis,LC,f,f,f,t,Taxonomic,31,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Cynopterus,brachyotis,Cynopterus,brachyotis,Cynopterus,brachyotis,Cynopterus,brachyotis
1276,Cynopterus_horsfieldii,Chiroptera,Pteropodidae,Cynopterus,horsfieldii,LC,f,f,f,t,Taxonomic,55,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Cynopterus,horsfieldii,Cynopterus,horsfieldii,Cynopterus,horsfieldii,Cynopterus,horsfieldii
1277,Cynopterus_luzoniensis,Chiroptera,Pteropodidae,Cynopterus,luzoniensis,LC,f,f,f,t,Taxonomic,28,Reported,Occurs only on isolated islands,100,0,0,Transformed 000 Genus,Cynopterus,luzoniensis,Cynopterus,luzoniensis,Cynopterus,luzoniensis,Cynopterus,luzoniensis
1278,Cynopterus_minutus,Chiroptera,Pteropodidae,Cynopterus,minutus,LC,f,f,f,t,Taxonomic,26,Reported,Occurs on large land bridge islands,100,0,0,Transformed 000 Genus,Cynopterus,minutus,Cynopterus,minutus,Cynopterus,minutus,Cynopterus,minutus
1279,Cynopterus_nusatenggara,Chiroptera,Pteropodidae,Cynopterus,nusatenggara,LC,f,f,f,t,Taxonomic,36,Reported,Occurs on large land bridge islands,100,0,0,Reported 000 Species,Cynopterus,nusatenggara,Cynopterus,nusatenggara,Cynopterus,nusatenggara,Cynopterus,nusatenggara
1280,Cynopterus_sphinx,Chiroptera,Pteropodidae,Cynopterus,sphinx,LC,f,f,f,t,Taxonomic,44,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Cynopterus,sphinx,Cynopterus,sphinx,Cynopterus,sphinx,Cynopterus,sphinx
1281,Cynopterus_titthaecheilus,Chiroptera,Pteropodidae,Cynopterus,titthaecheilus,LC,f,f,f,t,Taxonomic,56,Reported,Occurs on large land bridge islands,100,0,0,Reported 000 Species,Cynopterus,titthaecheilus,Cynopterus,titthaecheilus,Cynopterus,titthaecheilus,Cynopterus,titthaecheilus
1282,Dobsonia_anderseni,Chiroptera,Pteropodidae,Dobsonia,anderseni,LC,f,f,f,t,Taxonomic,204,Reported,Occurs only on isolated islands,100,0,0,Transformed 000 Species,Dobsonia,anderseni,Dobsonia,anderseni,Dobsonia,anderseni,Dobsonia,anderseni
1283,Dobsonia_beauforti,Chiroptera,Pteropodidae,Dobsonia,beauforti,LC,f,f,f,t,Taxonomic,159,Reported,Occurs on large land bridge islands,100,0,0,Reported 000 Species,Dobsonia,beauforti,Dobsonia,beauforti,Dobsonia,beauforti,Dobsonia,beauforti
1284,Dobsonia_chapmani,Chiroptera,Pteropodidae,Dobsonia,chapmani,CR,f,f,f,t,Taxonomic,134,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,chapmani,Dobsonia,chapmani,Dobsonia,chapmani,Dobsonia,chapmani
1285,Dobsonia_crenulata,Chiroptera,Pteropodidae,Dobsonia,crenulata,LC,f,f,f,t,Taxonomic,272,Reported,Occurs only on isolated islands,100,0,0,Transformed 000 Genus,Dobsonia,crenulata,Dobsonia,crenulata,Dobsonia,crenulata,Dobsonia,crenulata
1286,Dobsonia_emersa,Chiroptera,Pteropodidae,Dobsonia,emersa,VU,f,f,f,t,Taxonomic,196,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,emersa,Dobsonia,emersa,Dobsonia,emersa,Dobsonia,emersa
1287,Dobsonia_exoleta,Chiroptera,Pteropodidae,Dobsonia,exoleta,LC,f,f,f,t,Taxonomic,249,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,exoleta,Dobsonia,exoleta,Dobsonia,exoleta,Dobsonia,exoleta
1288,Dobsonia_inermis,Chiroptera,Pteropodidae,Dobsonia,inermis,LC,f,f,f,t,Taxonomic,150,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,inermis,Dobsonia,inermis,Dobsonia,inermis,Dobsonia,inermis
1289,Dobsonia_minor,Chiroptera,Pteropodidae,Dobsonia,minor,LC,f,f,f,t,Taxonomic,78,Reported,Occurs on large land bridge islands,100,0,0,Reported 000 Species,Dobsonia,minor,Dobsonia,minor,Dobsonia,minor,Dobsonia,minor
1290,Dobsonia_moluccensis,Chiroptera,Pteropodidae,Dobsonia,moluccensis,LC,f,f,f,t,Taxonomic,381,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Dobsonia,moluccensis,Dobsonia,moluccensis,Dobsonia,moluccensis,Dobsonia,moluccensis
1291,Dobsonia_pannietensis,Chiroptera,Pteropodidae,Dobsonia,pannietensis,NT,f,f,f,t,Taxonomic,268,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,pannietensis,Dobsonia,pannietensis,Dobsonia,pannietensis,Dobsonia,pannietensis
1292,Dobsonia_peronii,Chiroptera,Pteropodidae,Dobsonia,peronii,LC,f,f,f,t,Taxonomic,217,Reported,Occurs on large land bridge islands,100,0,0,Reported 000 Species,Dobsonia,peronii,Dobsonia,peronii,Dobsonia,peronii,Dobsonia,peronii
1293,Dobsonia_praedatrix,Chiroptera,Pteropodidae,Dobsonia,praedatrix,LC,f,f,f,t,Taxonomic,189,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,praedatrix,Dobsonia,praedatrix,Dobsonia,praedatrix,Dobsonia,praedatrix
1294,Dobsonia_viridis,Chiroptera,Pteropodidae,Dobsonia,viridis,LC,f,f,f,t,Taxonomic,238,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Dobsonia,viridis,Dobsonia,viridis,Dobsonia,viridis,Dobsonia,viridis
1295,Dyacopterus_brooksi,Chiroptera,Pteropodidae,Dyacopterus,brooksi,VU,f,f,f,t,Taxonomic,89,Reported,Occurs on large land bridge islands,99,1,0,Imputed 000 Species,Dyacopterus,brooksi,Dyacopterus,brooksi,Dyacopterus,brooksi,Dyacopterus,brooksi
1296,Dyacopterus_spadiceus,Chiroptera,Pteropodidae,Dyacopterus,spadiceus,NT,f,f,f,t,Taxonomic,84,Reported,Occurs on mainland,99,1,0,Imputed 000 Species,Dyacopterus,spadiceus,Dyacopterus,spadiceus,Dyacopterus,spadiceus,Dyacopterus,spadiceus
1297,Eidolon_dupreanum,Chiroptera,Pteropodidae,Eidolon,dupreanum,VU,f,f,f,t,Taxonomic,284,Reported,Occurs only on isolated islands,100,0,0,Reported 000 Species,Eidolon,dupreanum,Eidolon,dupreanum,Eidolon,dupreanum,Eidolon,dupreanum
1298,Eidolon_helvum,Chiroptera,Pteropodidae,Eidolon,helvum,NT,f,f,f,t,Taxonomic,253,Reported,Occurs on mainland,100,0,0,Reported 000 Species,Eidolon,helvum,Eidolon,helvum,Eidolon,helvum,Eidolon,helvum
